"progress","duration","qualtrics_id","id","doi","d_filter","d_synth","c_filter","comments","cr-1","cr-1-1	","cr-1-2","cr-3","cr-3-text","cr-4","cr-4-text","cr-f-1","cr-f-2","cr-f-1-1","cr-a-1","cr-a-2","cr-i-1","cr-i-2","cr-i-3","cr-i-4","cr-r-1","cr-r-2","cr-r-3","cr-r-1-1","dr-1","dr-1-1","dr-1-2","dr-1-2-1","dr-2","dr-2-1","dr-f-1","dr-f-2","dr-f-3","dr-f-1-1","dr-a-1","dr-a-2","dr-i-1","dr-i-2","dr-r-1","dr-r-2","dr-r-3","dr-r-1-1"
"100","611","R_6s4G2qnJBw8qr4S","359","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1775235","Yes","Yes","Yes","Data are simulated, but not metadata is provided explaining the datasets created. Minimal commenting in code.","Yes","Figshare","Data are simualted, but not metadata is provided explaining the datasets created.","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.12061701.v1","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.12061701.v1","Yes","https://doi.org/10.6084/m9.figshare.12061701.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.12061701.v1","Yes","No","No","No","Yes","No","Yes","CC BY 4.0"
"100","858","R_3R7n3A8dlq3DCz7","292","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1913498","Yes","Yes","Yes","","Yes","ordo.open.ac.uk","https://ordo.open.ac.uk/articles/software/Generating_geographical_locative_expressions/12876938/1","","","Unclear, specify why","This item contains the sourcecode and core data files for the Open Street Map (OSM) gazetteer [osmgaz-master] and the Geographic Locative Expressions generation [pycaptioner-master] packages.  The packages contain all required data, however the OSM gazetteer also requires access to a local PostgreSQL installation that contains the OSM data.","Yes","Yes","https://ordo.open.ac.uk/articles/software/Generating_geographical_locative_expressions/12876938/1?file=24473408","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","MIT","Yes","https://ordo.open.ac.uk/articles/software/Generating_geographical_locative_expressions/12876938/1","","","No","","Yes","Yes","No","https://ordo.open.ac.uk/articles/software/Generating_geographical_locative_expressions/12876938/1","Yes","No","No","No","Unclear","Yes","No",""
"100","1743","R_3CWnb6p1Y5RiXDR","294","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912347","Yes","Yes","Yes","The documents of the paper is organized, one reason that it might not be fully reproduced is the uncertainty in different research steps. ","Yes","figshare","https://figshare.com/articles/dataset/Prediction_of_human_activity_intensity_using_the_interactions_in_physical_and_social_spaces_through_graph_convolutional_networks/11829306/1?file=21652182","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/Prediction_of_human_activity_intensity_using_the_interactions_in_physical_and_social_spaces_through_graph_convolutional_networks/11829306/1?file=21652182","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.11829306.v1","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912347#d1e3717","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.11829306.v1","Yes","Yes","Yes","Yes","No","Yes","No",""
"100","326","R_35Tt4IIASNSKwa0","296","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931236","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","Yes","Yes","Yes","Yes","No","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","","","No","","Yes","Yes","No","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","Yes","No","No","No","No","Yes","No",""
"100","525","R_3ml2qHuBzSde80H","297","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1884869","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","No","","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link not available.","No","","","","","","","","","","","","",""
"100","288","R_3rVnifqQ35yLAWG","298","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1919307","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","","","Unclear, specify why","No instructions presented.","Yes","Yes","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","Yes","Yes","Yes","Yes","No","No","No","Yes","No","","Yes","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","","","No","","Yes","Yes","No","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","Yes","No","No","No","No","Yes","No",""
"100","111","R_3bgwRJjqbSBSumB","300","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1887490","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","No","","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link cannot be reached.","No","","","","","","","","","","","","",""
"100","2200","R_3I9Sl3BQvTKRsxF","301","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1862126","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","","","Unclear, specify why","No instructions on how to run the files.","Yes","Yes","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","","Partial, some data cannot be accessed","https://doi.org/10.6084/m9.figshare.12016341","Unethical due to privacy concerns,Other, please specify","All participants’ trajectory data cannot be made publicly available due to confidentiality agreements with Swiss Federal Railways SBB.","Yes","All participants’ trajectory data cannot be made publicly available due to confidentiality agreements with Swiss Federal Railways SBB.","Yes","Yes","No","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","Yes","Unclear","Yes","No","No","Yes","No",""
"100","404","R_3PpnED7VUXgnoTh","302","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912348","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","","","Yes","","Yes","Yes","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","","Partial, some data cannot be accessed","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","Unethical due to privacy concerns","","No","","Yes","Yes","No","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","Yes","No","No","No","No","Yes","No",""
"100","503","R_3LpbG7x7UMpJsMo","304","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1934475","Yes","Yes","Yes","","Yes","https://osf.io/fcs5x/","https://osf.io/fcs5x/","","","Yes","","Yes","Yes","https://osf.io/fcs5x/","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://osf.io/fcs5x/","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1934475#d1e2707","Yes","Yes","Yes","https://osf.io/fcs5x/","Yes","No","Yes","Yes","Unclear","Yes","Yes",""
"100","145","R_3ZED7Ja4qU9tVXX","305","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1831514","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","Unclear, specify why","No codes available. ","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link not available.","No","","","","","","","","","","","","",""
"100","377","R_3dSlWSE5wWTkXwk","306","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1869746","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","No","No","No","No","No","Yes","No",""
"100","206","R_3s6JFs2qDmGdmKs","307","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1858301","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","Unclear, specify why","No codes available. ","","","","","","","","","","","","","","No","","Unethical due to privacy concerns","","No","","","","","","","","","","","","",""
"100","242","R_3joy1Dt1GHS10vJ","308","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1805116#d1e2463","Yes","Yes","Yes","","Yes","Github","https://github.com/s3pku/ST-LRP/blob/master/README.md","","","Yes","","Yes","Yes","https://github.com/s3pku/ST-LRP/blob/master/README.md","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","","Yes","https://github.com/s3pku/ST-LRP/blob/master/README.md","","","Yes","https://github.com/s3pku/ST-LRP/blob/master/README.md","Yes","Yes","Yes","https://github.com/s3pku/ST-LRP/blob/master/README.md","Yes","No","Yes","Yes","No","Yes","No",""
"100","408","R_3DZvS2wIlo75Y8F","309","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1895170","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","","Yes","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=24981428","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740","Yes","No","No","No","Unclear","Yes","No",""
"100","566","R_1PSwz71B9s455UT","311","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1871910","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.c.4973372","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","","","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","Yes","No","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","No","Yes","No","No","Yes","No",""
"100","233","R_1wcA7DY32OgARgZ","312","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1845702","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","","","Unclear, specify why","No metadata describing steps.","Yes","Yes","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","","","No","","Yes","Yes",NA,"https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","Yes",NA,NA,NA,"Unclear","Yes","No",""
"100","228","R_1QzWcOQjlaIbS3J","313","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1856854","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","Unclear, specify why","Data and code shared is not available","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link not available.","No","","","","","","","","","","","","",""
"100","354","R_1u7UTTHsDKb0Mpj","314","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1881101","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.13108094.v2","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.13108094.v2","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://doi.org/10.6084/m9.figshare.13108094.v2","","","No","","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.13108094.v2","Yes","Unclear","Yes","Yes","Unclear","Yes","Yes",""
"100","275","R_1nOvP03Wc8acTDG","317","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1829627","Yes","Yes","Yes","","Yes","figshare","https://planet.openstreetmap.org/","","","Unclear, specify why","The data shared points us to the website, openstreet map. No specification of the exact data. ","Yes","Yes","Figures_for_the_article_Benford_s_law_and_geographical_information_the_example_of_OpenStreetMap","Yes","Yes","Yes","Yes","No","No","No","Yes","No","","Yes","https://planet.openstreetmap.org/","","","No","","Yes","Yes",NA,"https://planet.openstreetmap.org/","Yes",NA,NA,NA,"No","Yes","No",""
"100","226","R_1mjVYdjz3u88Nld","318","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1861282","Yes","Yes","Yes","","Yes","github","https://github.com/uhuohuy/entrance_tagging","","","Unclear, specify why","","Yes","Yes","https://github.com/uhuohuy/entrance_tagging","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://github.com/uhuohuy/entrance_tagging","","","No","","Yes","Yes","No","https://github.com/uhuohuy/entrance_tagging","Yes",NA,NA,NA,"No","Yes","No",""
"100","179","R_14IsWOYkkJBZko9","319","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1831515","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","","","Unclear, specify why","No metadata for instruction. ","Yes","Yes","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","","","No","","Yes","Yes",NA,"https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","Yes",NA,NA,NA,"Unclear","Yes","No",""
"100","193","R_1R95kemSNi4aVwY","320","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1832228","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","","","No","","Yes","Yes",NA,"https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","Yes",NA,NA,NA,"Unclear","Yes","No",""
